smiles,value,scaled_value
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C(*)=O)cc4)cc3)cc2)cc1,22.1,-0.6129709887310215
*CCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c(C)c1,11.3,-1.0685538110600121
*CCCCCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c(C)c1,28.22,-0.3548073894112604
*CCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c(C)c1,15.32,-0.8989757605264433
*Oc1cc(C(=O)c2ccccc2)c(Oc2ccc(*)cc2)cc1C(=O)c1ccccc1,72.56,1.5156131978172063
*CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O*)cc3)cc2)cc1,55.55,0.7980702526490461
*CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO*,27.62,-0.3801175462073153
*CCCNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCO*,46.76,0.42727645558683996
*CCCNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCCCOCCOCCO*,47.64,0.46439801888772075
*CCCNC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCC(=O)NCCCOCCOCCO*)C(C)C)C(C)C,42.16,0.23323192015041802
*CCCNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCCCOCCOCCO*)C(C)C)C(C)C,44.71,0.34080008653365207
*CCOCCOCCOCCOCc1cc(CO*)cc(OCCCCCCCCCCCCCCCC)c1,26.35,-0.43369071142563176
*CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)c(C(=O)OCC=C)c2)cc1,10.14,-1.1174867808657185
*OC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)OC1COC2C(*)COC12,33.84,-0.11773558742154475
*OC(=O)CNC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)NCC(=O)OC1COC2C(*)COC12,19.94,-0.7040875531968196
*Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,63.91,1.1507251040074127
*c1ccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)cc1,30.69,-0.2506139106008337
*c1ccc(OCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)cc1,24.74,-0.5016062988283796
*c1cccc(OCCCCCCCCCCCOC(=O)c2cccc(C(=O)OCCCCCCCCCCCOc3cccc(-c4nnc(*)s4)c3)c2)c1,24.19,-0.5248072758914298
*c1cccc(OCCCCCCCCCCCOC(=O)c2ccc(C(=O)OCCCCCCCCCCCOc3cccc(-c4nnc(*)s4)c3)cc2)c1,17.01,-0.8276854855508884
*c1cccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)c1,28.24,-0.35396371751805855
*c1cccc(OCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)c1,23.02,-0.5741620816437373
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4)cc3)cc2)c1,4.37,-1.3608861220544477
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c1,17.55,-0.8049063444344389
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4Cl)c(Cl)c3)cc2)c1,12.53,-1.0166679896280992
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4)cc3)cc2)c(Cl)cc1Cl,12.53,-1.0166679896280992
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl,19.01,-0.7433182962307049
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4Cl)c(Cl)c3)cc2)c(Cl)cc1Cl,20.02,-0.7007128656240124
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4)cc3)cc2)c1,25.45,-0.4716559466197144
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c1,26.81,-0.4142862578819897
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4Cl)c(Cl)c3)cc2)c1,17.81,-0.7939386098228151
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4)cc3)cc2)c(Cl)cc1Cl,39.32,0.1134305113157577
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl,13.69,-0.967735019822393
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4Cl)c(Cl)c3)cc2)c(Cl)cc1Cl,10.75,-1.0917547881230625
*Oc1ccc(N=Cc2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc(*)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,9.78,-1.1326728749433514
*Oc1ccc(N=Cc2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc(*)cc8)cc7)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,8.63,-1.1811840088024568
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C=Nc4ccc(Oc5ccc(-c6ccc(Oc7ccc(N=Cc8ccc(*)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,6.06,-1.2895958470788926
*C=Nc1ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c2ccc(N=Cc3ccc(*)s3)cc2)cc1,6.58,-1.267660377855645
*CCCCOCCCCOCCCCOC(=O)c1ccc(N=Cc2cc(OCCC(C)CCCC(C)C)c(C=Nc3ccc(C(=O)O*)cc3)cc2OCCC(C)CCCC(C)C)cc1,37.44,0.03412535335478517
*CC(CC)(CC)CS*,42.66,0.25432371748046384
*c1cc(CCCCCCCCCCCC)c(*)s1,7.63,-1.2233676034625487
*c1cc(CCCCCC)c(*)s1,10.8,-1.0896456083900579
*c1cc(CCCCCCCC)c(*)s1,9.05,-1.1634668990452184
*c1cc(CCCC)c(*)s1,12.76,-1.0069657628562783
*C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc(*)s3)cc2)c1,3.03,-1.4174121388989704
*C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc(*)s3)c2)cc1,10.77,-1.0909111162298608
*C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc(*)s3)cc2)cc1,8.94,-1.1681070944578287
*C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc(*)s3)c2)c1,12.49,-1.0183553334145028
*CCCCOC(=O)CCSCCCCCCSCCC(=O)O*,29.63,-0.295328520940531
*Oc1ccc(OC(=O)c2cccc(C(*)=O)c2)cc1,77.61,1.7286403508506694
*CCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,17.1,-0.8238889620314801
*OC(C)(CC(*)=O)C(F)(F)F,1.69,-1.4739381557434936
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1,0.64,-1.5182309301365897
*Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3)ccc2c1,34.61,-0.0852542195332743
*OC(CCCCCCC=C)CC(*)=O,13.86,-0.9605638087301773
*OC(CCc1ccccc1)CC(*)=O,3.08,-1.415302959165966
*OC(CCCCC)CC(*)=O,50.92,0.6027602093728216
*Oc1ccc(C(*)=O)cc1CCC,32.4,-0.17847996373207703
*CCCCCCOC(=O)CC=CCC(=O)O*,77.09,1.7067048816274217
*CCCCCCCCCCOC(=O)CC=CCC(=O)O*,84.02,1.999037192621857
*CCCCCCCCCCCCOC(=O)CC=CCC(=O)O*,89.84,2.2445457135435913
*CCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O*,82.99,1.9555880901219624
*CCCCCCOC(=O)CCC=CCCC(=O)O*,63.8,1.1460849085948026
*CCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O*,93.31,2.390922787014109
*CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O*,81.89,1.909186135995862
*CC(=O)NC(C)C(=O)O*,90.21,2.2601536435678247
*Oc1ccc(CCNC(=O)c2cccc(C(=O)NCCc3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c2)cc1,44.38,0.32687950029582186
*Oc1ccc(CCNC(=O)c2cccc(C(*)=O)c2)cc1,21.5,-0.6382811455270766
*Oc1cc(OC(=O)c2ccc(OC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OC)cc1,37.08,0.01893925927715218
*Oc1cc(OC(=O)c2ccc(OCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCC)cc1,34.21,-0.10212765739731093
*Oc1cc(OC(=O)c2ccc(OCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCC)cc1,28.48,-0.34383965479963646
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCC)cc1,19.6,-0.7184299753812509
*Oc1cc(OC(=O)c2ccc(OCCCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCCC)cc1,16.08,-0.8669162285847738
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCC)cc1,29.15,-0.3155766463773751
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCC)cc1,32.7,-0.16582488533404932
*Oc1cc(OC(=O)c2ccc(C)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(C)cc1,35.53,-0.04644531244598985
*CCc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CCOC(=O)c4cccc(C(=O)O*)c4)cc3)c2)cc1,57.22,0.8685168557313993
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,3.92,-1.3798687396514888
*Oc1cc(OCCOC)c(OC(=O)c2ccc(C(*)=O)cc2OCCOCC)cc1OCCOC,5.48,-1.314062331981746
*CC(=O)NCC(=O)O*,24.83,-0.4978097753089713
*Oc1cc(OCCOC)c(OC(=O)c2ccc(C(*)=O)cc2-c2ccccc2)cc1OCCOC,14.18,-0.947065058438948
*CCCCCCCCCOC(=O)C(O)C(O)C(=O)O*,48.33,0.49350469920318396
*CCCCCCCCCOC(=O)CCC(=O)O*,49.36,0.5369538017030785
*CCCCCCNC(=O)CCc1ccc(C(C)CC(=O)N*)cc1,22.96,-0.5766930973233427
*CCCCCCNC(=O)CCC(C)(C)c1ccc(C(C)(C)CCC(=O)N*)cc1,1.61,-1.4773128433163008
*NC(CCC(=O)OCCCCCCCCCC)C(*)=O,2.92,-1.4220523343115805
*NC(CCC(=O)OCCCCCCCCCCCC)C(*)=O,11.27,-1.0698193188998149
*NC(CCC(=O)OCCCCCCCCCCCCCC)C(*)=O,22.28,-0.605377941692205
*NC(CCC(=O)OCCCCCCCCCCCCCCCC)C(*)=O,30.47,-0.259894301426054
*NC(CCC(=O)OCCCCCCCCCCCCCCCCCC)C(*)=O,36.87,0.010080704398532885
*CCCC(C)CNC(=O)c1ccc(C(=O)N*)cc1,27.74,-0.3750555148481044
*C(=O)c1ccc(N(*)CCC)cc1,38.13,0.06323203367024866
*C(=O)c1ccc(N(*)CCCC)cc1,71.56,1.4734296031571146
*CCCNC(=O)O*,63.79,1.1456630726482018
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,74.47,1.5961838636179813
*C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,73.35,1.5489382375986784
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,81.52,1.8935782059716277
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,72.34,1.5063328069919861
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,98.4,2.605637283833976
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,78.27,1.7564815233263298
*CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1*,5.94,-1.2946578784381035
*CCC1C(=O)N(CCCCCCCCCCCCCCCC)C(=O)C1*,8.58,-1.1832931885354616
*CCC1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1*,3.16,-1.4119282715931587
*CC(CCCCCCCCCCCCCCCC)C1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1*,2.98,-1.4195213186319753
*CCCOC(=O)O*,10.25,-1.1128465854531084
*CC(C)(C)COC(=O)O*,26.11,-0.44381477414405385
*CCN(*)C(=O)CCCCCCCC,16.86,-0.8340130247499022
*CCN(*)C(=O)CCCCCCCCCC,15.83,-0.8774621272497967
*CCN(*)C(=O)CCCCCCCCCCCC,13.23,-0.987139473366035
*CCN(*)C(=O)CCCCCCCCCCCCC,13.42,-0.9791245903806176
*CCN(*)C(=O)CCCCCCCCCCCCCC,12.58,-1.0145588098950948
*CCN(*)C(=O)CCCCCCCCCCCCCCC,11.08,-1.0778342018852323
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,26.86,-0.4121770781489851
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,23.27,-0.5636161829787143
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,24.72,-0.5024499707215814
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.82,-0.45604801659548044
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,37.92,0.05437347879162936
*CCN(*)C(=O)c1ccc(OCCCSCC(=O)O)cc1,11.78,-1.048305685623168
*CCN(*)C(=O)CCCCCCCCC=C,17.53,-0.8057500163276407
*CCN(*)C(=O)CCCCCCCCCCO,28.17,-0.35691656914426484
*CCN(*)C(=O)CCCCCCCCC,18.09,-0.7821272033179894
*CC(CC)N(*)C(=O)CCCC,17.5,-0.8070155241674435
*c1cc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(S(*)(=O)=O)c2)ccc1OCCCCCCCCCCS(=O)(=O)O,5.82,-1.2997199097973147
*C=Cc1cc(OCCCC)c(C=Cc2ccc(*)cc2)cc1OCCCC,8.38,-1.1917299074674799
*C([2H])([2H])C(*)(F)F,48.0,0.47958411296535375
*C([2H])([2H])C(*)([2H])Cl,15.78,-0.8795713069828012
*C(*)(F)F,31.84,-0.20210277674172833
*C/C=C\C*,25.58,-0.46617207931390253
*O[Si](C)(C)CCCC(=O)Oc1ccc(C=Nc2ccc(N=Cc3ccc(OC(=O)CCC[Si](*)(C)C)cc3)cc2)cc1,29.05,-0.31979500584338416
*O[Si](C)(C)CCCC(=O)Oc1ccc(C=Nc2ccc(Cc3ccc(N=Cc4ccc(OC(=O)CCC[Si](*)(C)C)cc4)cc3)cc2)cc1,21.74,-0.6281570828086547
*CCN(CCCCCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1)CCOC(=O)NCCCCCCNC(=O)O*,7.55,-1.226742291035356
